Larval_ID,Sex,Family,Full_Treatment,Photo_Treatment,Diet_Treatment,5th_Day,Photo_Day,Blocking_Day,Devo_Time,Eclosion_Date,Devo_Time2,Gray_Value_R,Gray_Value_G,Gray_Value_B,Avg_Gray,Avg_Gray_2,Darkness,Percent_R,Percent_G,Percent_B,Avg_Percent,Avg_Percent_Melanin,Total_Melanin_Metric,Notes
T255,,33,LongPhotoHighTyr,Long,High,5/30/23,6/2/23,,,,,16.046,15.472,19.515,17.011,15.759,13.241,3.496,3.390,7.049,4.645,3.443,61.504,used photo b
T256,,37,LongPhotoHighTyr,Long,High,5/30/23,6/2/23,,,,,14.801,14.244,18.683,15.909,14.523,14.478,8.060,7.990,16.742,10.931,8.025,158.249,
T257,,37,LongPhotoHighTyr,Long,High,5/30/23,6/2/23,,,,,11.587,11.085,12.264,11.645,11.336,17.664,35.797,36.517,47.123,39.812,36.157,703.245,used photo c
T258,F,24,LongPhotoHighTyr,Long,High,5/31/23,6/3/23,6/7/23,7,,,14.558,13.594,18.605,15.586,14.076,14.924,8.959,8.582,19.124,12.222,8.771,182.396,"pupa severe deform, died as pupa, used photo b"
T259,,33,LongPhotoHighTyr,Long,High,5/31/23,6/3/23,6/8/23,8,,,14.136,13.478,17.788,15.134,13.807,15.193,9.156,9.007,17.866,12.010,9.082,182.463,pupa severe deform
T260,M,33,LongPhotoHighTyr,Long,High,5/31/23,6/3/23,6/7/23,7,30-Jun,23,15.321,14.739,20.588,16.883,15.030,13.970,4.482,4.736,13.639,7.619,4.609,106.437,
T261,M,24,LongPhotoHighTyr,Long,High,6/1/23,6/4/23,6/11/23,10,,,12.912,12.506,13.437,12.952,12.709,16.291,35.225,36.580,47.626,39.810,35.903,648.550,"pupa severe deform, died as pupa"
T262,F,24,LongPhotoHighTyr,Long,High,6/1/23,6/4/23,6/9/23,8,,,15.306,14.477,19.414,16.399,14.892,14.109,9.231,9.284,22.322,13.612,9.258,192.050,"pupa severe deform, died as pupa, used photo b"
T263,,37,LongPhotoHighTyr,Long,High,6/1/23,6/4/23,,,,,15.274,14.741,14.222,14.746,15.008,13.993,26.701,27.344,33.602,29.216,27.023,408.800,
T264,,24,LongPhotoHighTyr,Long,High,6/2/23,6/5/23,6/12/23,10,,,14.346,13.845,18.081,15.424,14.096,14.905,9.846,10.053,20.681,13.527,9.950,201.608,pupa severe deform
T265,,37,LongPhotoHighTyr,Long,High,6/2/23,6/5/23,,,,,13.001,12.174,16.411,13.862,12.588,16.413,15.042,14.737,28.987,19.589,14.890,321.499,used photo a
T266,,37,LongPhotoHighTyr,Long,High,6/2/23,6/5/23,,,,,14.572,13.649,16.779,15.000,14.111,14.890,7.788,7.508,13.326,9.541,7.648,142.056,used photo a
T267,M,37,LongPhotoHighTyr,Long,High,6/2/23,6/5/23,6/9/23,7,7/4/23,25,14.678,13.804,18.156,15.546,14.241,14.759,7.344,7.465,16.702,10.504,7.405,155.024,"pupa short wings, used photo b"
T268,F,33,LongPhotoHighTyr,Long,High,6/2/23,6/5/23,6/9/23,7,7/2/23,23,16.137,13.665,20.181,16.661,14.901,14.099,7.548,6.441,19.152,11.047,6.995,155.752,
T269,,24,LongPhotoHighTyr,Long,High,6/3/23,6/6/23,6/11/23,8,,,15.520,15.090,19.115,16.575,15.305,13.695,8.599,8.572,17.400,11.524,8.586,157.817,"pupa severe deform, used photo b"
T270,M,37,LongPhotoHighTyr,Long,High,6/3/23,6/6/23,6/10/23,7,7/4/23,24,15.542,14.980,17.365,15.962,15.261,13.739,11.279,11.548,19.880,14.236,11.414,195.584,"pupa short wings, used photo b"
T271,F,37,LongPhotoHighTyr,Long,High,6/3/23,6/6/23,6/11/23,8,7/5/23,24,12.885,12.681,12.945,12.837,12.783,16.217,44.385,45.363,55.243,48.330,44.874,783.773,"pupa short wings, used photo a"
T272,,37,LongPhotoHighTyr,Long,High,6/3/23,6/6/23,,,,,14.416,14.127,15.713,14.752,14.272,14.729,26.902,29.290,49.646,35.279,28.096,519.612,"6/16- dead, used photo b"
T273,F,37,LongPhotoHighTyr,Long,High,6/3/23,6/6/23,6/11/23,8,7/5/23,24,12.999,12.467,15.763,13.743,12.733,16.267,18.678,18.957,33.604,23.746,18.818,386.282,"pupa severe deform, use photo a"
T301,,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,,,,,12.382,12.321,11.766,12.156,12.352,16.649,62.459,63.154,68.610,64.741,62.807,1077.841,
T302,,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,,,,,11.658,11.743,11.970,11.790,11.701,17.300,52.400,53.258,61.615,55.758,52.829,964.580,
T303,,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,,,,,11.456,11.514,10.827,11.266,11.485,17.515,74.131,75.252,79.842,76.408,74.692,1338.292,
T304,,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,,,,,13.063,13.040,12.364,12.822,13.052,15.949,63.598,64.803,69.687,66.029,64.201,1053.069,
T305,,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,,,,,10.046,10.033,9.529,9.869,10.040,18.961,68.458,69.514,73.397,70.456,68.986,1335.887,
T306,M,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,6/1/23,8,9/8/23,99,9.025,9.256,8.672,8.984,9.141,19.860,79.614,80.311,82.478,80.801,79.963,1604.667,
T307,F,27,ShortPhotoLowTyr,Short,Low,5/24/23,5/27/23,6/2/23,9,10/9/23,129,10.256,10.466,9.745,10.156,10.361,18.639,65.084,65.725,70.095,66.968,65.405,1248.217,
T308,,24,ShortPhotoLowTyr,Short,Low,5/25/23,5/28/23,,,,,11.841,11.735,11.099,11.558,11.788,17.212,71.743,72.587,78.053,74.128,72.165,1275.885,
T309,,27,ShortPhotoLowTyr,Short,Low,5/25/23,5/28/23,,,,,10.905,10.863,10.729,10.832,10.884,18.116,53.435,54.190,61.872,56.499,53.813,1023.536,
T310,,27,ShortPhotoLowTyr,Short,Low,5/25/23,5/28/23,,,,,9.970,10.052,9.225,9.749,10.011,18.989,83.281,83.905,85.590,84.259,83.593,1599.988,
T311,,25,ShortPhotoLowTyr,Short,Low,5/25/23,5/28/23,,,,,9.759,9.739,9.026,9.508,9.749,19.251,66.414,67.465,71.859,68.579,66.940,1320.221,
T312,F,27,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/3/23,8,8/26/23,84,12.249,12.251,11.417,11.972,12.250,16.750,67.516,67.501,71.092,68.703,67.509,1150.775,
T313,F,27,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/4/23,9,6/27/23,23,13.107,12.742,12.754,12.868,12.925,16.076,48.687,47.962,55.623,50.757,48.325,815.950,
T314,,25,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,11.799,11.794,10.629,11.407,11.797,17.204,88.608,89.267,90.466,89.447,88.938,1538.801,
T315,,25,ShortPhotoLowTyr,Short,Low,5/26/23,5/28/23,,,,,11.593,11.619,11.356,11.523,11.606,17.394,62.678,63.050,69.178,64.969,62.864,1130.065,
T316,,25,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,12.488,12.481,11.943,12.304,12.485,16.516,63.305,63.963,70.780,66.016,63.634,1090.287,
T317,,24,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,12.373,12.105,11.228,11.902,12.239,16.761,60.168,61.256,66.000,62.475,60.712,1047.138,
T318,,25,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/2/23,7,8/13/23,72,11.918,11.899,11.120,11.646,11.909,17.092,64.799,65.754,70.043,66.865,65.277,1142.829,pupa short wings
T319,F,27,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/2/23,7,9/8/23,98,12.531,12.539,11.663,12.244,12.535,16.465,65.506,66.389,71.836,67.910,65.948,1118.144,
T320,F,27,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/3/23,8,9/8/23,97,11.782,11.897,11.013,11.564,11.840,17.161,83.128,84.025,86.850,84.668,83.577,1452.939,pupa short wings
T321,,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,11.441,11.534,10.635,11.203,11.488,17.513,73.634,74.924,78.980,75.846,74.279,1328.253,
T322,,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,12.280,12.152,11.110,11.847,12.216,16.784,74.492,75.779,79.108,76.460,75.136,1283.299,
T323,,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,10.514,10.502,9.617,10.211,10.508,18.492,69.907,70.795,73.624,71.442,70.351,1321.105,
T324,,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,,,,,11.281,11.200,10.266,10.916,11.241,17.760,76.354,77.570,81.154,78.359,76.962,1391.623,
T325,M,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/2/23,7,7/25/23,53,11.828,11.737,10.613,11.393,11.783,17.218,71.895,73.105,76.235,73.745,72.500,1269.705,pupa deformed
T326,M,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/3/23,8,,,11.764,11.732,10.668,11.388,11.748,17.252,81.328,81.992,83.993,82.438,81.660,1422.215,"pupa severe deform, died as pupa"
T327,F,34,ShortPhotoLowTyr,Short,Low,5/26/23,5/29/23,6/3/23,8,9/1/23,90,12.116,11.921,11.239,11.759,12.019,16.982,67.237,68.724,72.793,69.585,67.981,1181.652,pupa severe deform
T328,,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.334,13.114,12.165,12.871,13.224,15.776,61.863,62.900,67.010,63.924,62.382,1008.470,
T329,,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/29/23,,,,,12.179,12.014,11.106,11.766,12.097,16.904,71.472,72.703,76.291,73.489,72.088,1242.216,
T330,M,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/2/23,6,9/26/23,116,14.704,14.599,13.320,14.208,14.652,14.349,65.582,66.845,71.238,67.888,66.214,974.096,"pupa short wings, used photo b"
T331,M,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/2/23,6,,,14.467,14.384,13.194,14.015,14.426,14.575,70.365,71.447,74.240,72.017,70.906,1049.617,"pupa severe deform, died as pupa, used photo b"
T332,M,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,8/1/23,59,14.283,14.091,12.840,13.738,14.187,14.813,71.290,72.567,76.488,73.448,71.929,1087.990,pupa severe deform
T333,,33,ShortPhotoLowTyr,Short,Low,5/27/23,5/29/23,,,,,11.047,10.932,10.083,10.687,10.990,18.011,76.162,77.282,80.419,77.954,76.722,1403.997,
T334,,25,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.283,13.202,11.905,12.797,13.243,15.758,85.749,86.432,88.214,86.798,86.091,1367.725,
T335,,25,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.768,13.582,12.378,13.243,13.675,15.325,75.846,76.946,81.034,77.942,76.396,1194.461,
T336,M,25,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,7/25/23,52,12.928,12.766,11.667,12.454,12.847,16.153,67.480,68.434,73.224,69.713,67.957,1126.069,pupa short wings
T337,M,25,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,10/4/23,123,13.820,13.641,12.397,13.286,13.731,15.270,61.925,63.028,66.100,63.684,62.477,972.428,
T338,,33,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,12.632,12.520,11.290,12.147,12.576,16.424,86.521,87.213,88.451,87.395,86.867,1435.375,
T339,M,33,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,9/21/23,110,12.955,12.830,11.775,12.520,12.893,16.108,67.483,68.297,70.954,68.911,67.890,1109.989,pupa short wings
T340,,24,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.115,12.902,11.861,12.626,13.009,15.992,59.946,61.034,64.639,61.873,60.490,989.442,used photo b
T341,,24,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.408,13.309,12.747,13.155,13.359,15.642,63.479,64.724,71.437,66.547,64.102,1040.890,
T342,F,24,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,9/6/23,95,12.657,12.613,12.407,12.559,12.635,16.365,57.398,58.122,66.624,60.715,57.760,993.596,pupa short wings
T343,,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,11.923,11.775,10.758,11.485,11.849,17.151,63.651,64.945,68.791,65.796,64.298,1128.461,
T344,,25,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,,,,,13.424,13.363,12.279,13.022,13.394,15.607,72.424,74.124,79.194,75.247,73.274,1174.348,
T345,,34,ShortPhotoLowTyr,Short,Low,5/27/23,5/30/23,6/3/23,7,,,14.263,14.122,12.983,13.789,14.193,14.808,67.528,68.802,73.449,69.926,68.165,1035.434,"died as pupa, used photo b"
T346,F,33,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,6/4/23,7,9/10/23,98,12.849,12.900,11.907,12.552,12.875,16.126,78.791,79.693,82.260,80.248,79.242,1294.039,"pupa short wings, used photo a"
T347,,34,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,12.719,12.614,11.561,12.298,12.667,16.334,73.120,74.141,77.537,74.933,73.631,1223.913,used photo b
T348,F,27,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,6/4/23,7,10/1/23,119,15.714,15.776,14.668,15.386,15.745,13.255,66.703,67.897,72.051,68.884,67.300,913.053,"not 100% on family ID, pupa short wings"
T349,F,25,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,6/5/23,8,8/2/23,58,13.170,13.061,11.815,12.682,13.116,15.885,70.233,71.237,74.267,71.912,70.735,1142.291,"not 100% on family ID, used photo b"
T350,F,37,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,6/4/23,7,,,12.573,12.440,11.673,12.229,12.507,16.494,65.998,67.015,73.478,68.830,66.507,1135.253,"not 100% on family ID, pupa severe deform, died as pupa"
T351,,37,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,12.904,12.706,11.642,12.417,12.805,16.195,68.636,69.364,73.263,70.421,69.000,1140.468,wire sticking out
T352,,24,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,14.058,14.008,13.245,13.770,14.033,14.967,54.892,55.786,61.039,57.239,55.339,856.696,
T353,,33,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,13.470,13.367,12.342,13.060,13.419,15.582,75.051,76.305,79.014,76.790,75.678,1196.503,used photo b
T354,,33,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,13.207,13.086,12.012,12.768,13.147,15.854,74.323,75.467,78.291,76.027,74.895,1205.294,used photo b
T355,,25,ShortPhotoLowTyr,Short,Low,5/28/23,5/31/23,,,,,11.559,11.345,10.452,11.119,11.452,17.548,70.367,71.533,78.598,73.499,70.950,1289.766,
T356,F,25,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,6/5/23,7,,,12.517,12.459,11.569,12.182,12.488,16.512,70.622,71.895,78.453,73.657,71.259,1216.219,"pupa severe deform, died as pupa"
T357,M,24,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,6/4/23,6,9/8/23,96,12.959,12.842,11.667,12.489,12.901,16.100,76.816,78.273,81.035,78.708,77.545,1267.159,pupa short wings
T358,,33,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,,,,,13.727,13.702,12.726,13.385,13.715,15.286,76.088,77.206,80.603,77.966,76.647,1191.744,used photo b
T359,,37,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,,,,,13.595,13.621,12.871,13.362,13.608,15.392,65.635,66.663,71.642,67.980,66.149,1046.348,
T360,,37,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,,,,,11.274,11.261,10.069,10.868,11.268,17.733,87.970,88.849,91.465,89.428,88.410,1585.782,
T361,,37,ShortPhotoLowTyr,Short,Low,5/29/23,6/1/23,,,,,10.701,10.626,9.477,10.268,10.664,18.337,82.404,83.576,86.583,84.188,82.990,1543.707,
T362,,37,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,,,,,13.536,13.346,12.318,13.067,13.441,15.559,57.755,59.166,65.078,60.666,58.461,943.907,used photo a
T363,,37,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,,,,,11.999,11.901,11.136,11.679,11.950,17.050,61.252,61.973,66.025,63.083,61.613,1075.571,
T364,F,24,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,6/6/23,7,9/2/23,88,11.420,11.426,11.176,11.341,11.423,17.577,62.044,62.862,70.176,65.027,62.453,1142.985,pupa short wings
T365,M,24,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,6/6/23,7,9/1/23,87,10.315,10.156,10.207,10.226,10.236,18.765,51.128,52.465,61.769,55.121,51.797,1034.312,"pupa short wings, used photo b"
T366,,37,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,,,,,11.582,11.497,11.017,11.365,11.540,17.461,64.486,65.143,71.595,67.075,64.815,1171.157,used photo b
T367,,37,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,,,,,13.893,13.624,12.406,13.308,13.759,15.242,78.176,79.323,83.137,80.212,78.750,1222.551,
T368,F,37,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,6/6/23,7,9/2/23,88,14.054,13.811,12.910,13.592,13.933,15.068,67.373,68.882,75.493,70.583,68.128,1063.504,pupa short wings
T369,,33,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,,,,,11.957,11.828,10.742,11.509,11.893,17.108,75.891,77.194,80.160,77.748,76.543,1330.080,
T370,F,24,ShortPhotoLowTyr,Short,Low,5/30/23,6/2/23,6/7/23,8,,,11.960,11.844,11.381,11.728,11.902,17.098,56.701,57.569,64.521,59.597,57.135,1018.990,"pupa severe deform, died as pupa"
T371,M,37,ShortPhotoLowTyr,Short,Low,5/31/23,6/3/23,6/7/23,7,9/8/23,93,10.518,10.282,9.338,10.046,10.400,18.600,76.176,77.332,81.553,78.354,76.754,1457.378,pupa short wings
T372,F,37,ShortPhotoLowTyr,Short,Low,5/31/23,6/3/23,6/7/23,7,9/17/23,102,12.599,12.499,11.502,12.200,12.549,16.451,74.334,75.436,80.110,76.627,74.885,1260.585,"pupa short wings, used photo b"
T373,F,33,ShortPhotoLowTyr,Short,Low,5/31/23,6/3/23,6/7/23,7,,,13.623,13.670,12.635,13.309,13.647,15.354,65.139,65.781,69.485,66.802,65.460,1025.639,"pupa severe deform, died as pupa, used photo b"
T374,F,37,ShortPhotoLowTyr,Short,Low,5/31/23,6/3/23,6/9/23,9,,,11.168,11.086,9.946,10.733,11.127,17.873,83.295,84.871,88.684,85.617,84.083,1530.227,pupa severe deform- dead
T375,F,37,ShortPhotoLowTyr,Short,Low,5/31/23,6/3/23,6/7/23,7,9/4/23,89,10.636,10.388,9.195,10.073,10.512,18.488,81.967,82.860,85.273,83.367,82.414,1541.283,pupa short wings
T376,F,24,ShortPhotoLowTyr,Short,Low,6/1/23,6/4/23,6/10/23,9,,,11.330,11.017,10.595,10.981,11.174,17.827,53.319,55.570,65.337,58.075,54.445,1035.280,"pupa severe deform, died as pupa, used photo b"
T377,F,33,ShortPhotoLowTyr,Short,Low,6/2/23,6/5/23,6/9/23,7,,,11.265,11.323,10.392,10.993,11.294,17.706,77.563,78.631,81.380,79.191,78.097,1402.162,"pupa severe deform, died as pupa, used photo b"
T378,M,33,ShortPhotoLowTyr,Short,Low,6/2/23,6/5/23,6/9/23,7,9/13/23,96,10.686,10.665,9.535,10.295,10.676,18.325,84.579,85.431,87.128,85.713,85.005,1570.642,"pupa short wings, used photo b"
T401,,27,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,12.821,12.548,12.443,12.604,12.685,16.316,46.751,47.443,54.393,49.529,47.097,808.090,
T402,,33,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,11.871,11.714,10.739,11.441,11.793,17.208,79.195,80.306,82.828,80.776,79.751,1389.959,
T403,,33,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,12.972,12.749,11.612,12.444,12.861,16.140,70.556,71.410,74.107,72.024,70.983,1162.437,
T404,M,33,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,6/2/23,8,9/13/23,103,13.459,13.249,11.872,12.860,13.354,15.646,73.710,75.047,78.051,75.603,74.379,1182.879,
T405,,25,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,12.512,12.319,11.166,11.999,12.416,16.585,68.996,70.528,74.321,71.282,69.762,1182.171,
T406,,27,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,12.008,11.751,10.723,11.494,11.880,17.121,71.383,72.794,76.171,73.449,72.089,1257.489,
T407,,27,ShortPhotoHighTyr,Short,High,5/25/23,5/28/23,,,,,10.475,10.386,9.818,10.226,10.431,18.570,64.499,65.806,72.218,67.508,65.153,1253.584,
T408,,27,ShortPhotoHighTyr,Short,High,5/26/23,5/28/23,,,,,10.989,10.987,10.255,10.744,10.988,18.012,62.351,63.168,68.334,64.618,62.760,1163.893,
T409,,27,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,11.489,11.438,10.718,11.215,11.464,17.537,72.921,74.583,78.949,75.484,73.752,1323.731,
T410,,27,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,10.709,10.639,9.780,10.376,10.674,18.326,80.938,82.517,86.853,83.436,81.728,1529.048,
T411,,25,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,12.906,12.728,11.683,12.439,12.817,16.183,69.749,71.255,75.069,72.024,70.502,1165.570,
T412,M,27,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,6/2/23,7,10/1/23,121,9.789,9.862,9.119,9.590,9.826,19.175,74.442,75.788,80.261,76.830,75.115,1473.183,
T413,F,27,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,6/3/23,8,8/2/23,60,11.232,11.117,10.568,10.972,11.175,17.826,66.401,67.894,73.640,69.312,67.148,1235.515,pupa short wings
T414,,24,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,11.473,11.468,11.095,11.345,11.471,17.530,65.401,66.477,72.722,68.200,65.939,1195.512,
T415,,34,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,11.560,11.498,10.726,11.261,11.529,17.471,72.595,74.816,80.537,75.983,73.706,1327.493,
T416,,34,ShortPhotoHighTyr,Short,High,5/26/23,5/29/23,,,,,13.149,13.088,12.153,12.797,13.119,15.882,72.331,73.897,77.225,74.484,73.114,1182.923,
T417,,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,11.913,11.690,10.747,11.450,11.802,17.199,69.133,70.232,75.365,71.577,69.683,1231.011,
T418,,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,13.351,13.071,12.233,12.885,13.211,15.789,65.030,66.626,73.446,68.367,65.828,1079.452,
T419,,33,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,14.062,13.905,12.624,13.530,13.984,15.017,80.782,81.962,84.157,82.300,81.372,1235.863,
T420,,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,12.061,12.018,11.168,11.749,12.040,16.961,67.332,68.734,75.098,70.388,68.033,1193.816,
T421,,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/5/23,9,,,13.633,13.398,12.134,13.055,13.516,15.485,65.457,67.113,72.457,68.342,66.285,1058.247,died as pupa
T422,M,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,8/13/23,71,12.365,12.194,11.169,11.909,12.280,16.721,73.452,75.069,80.232,76.251,74.261,1274.955,pupa short wings
T423,M,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,10/17/23,135,11.293,11.229,10.064,10.862,11.261,17.739,74.128,75.419,79.929,76.492,74.774,1356.892,"pupa short wings, used photo b"
T424,,24,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,11.974,11.898,11.046,11.639,11.936,17.064,66.705,67.959,74.606,69.757,67.332,1190.328,used photo b
T425,,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,11.299,11.089,10.278,10.889,11.194,17.806,59.788,61.063,66.981,62.611,60.426,1114.846,used photo b
T426,M,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,10/9/23,127,10.796,10.758,9.831,10.462,10.777,18.223,78.030,79.498,82.938,80.155,78.764,1460.671,
T427,F,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,8/30/23,88,11.796,11.848,11.318,11.654,11.822,17.178,67.167,68.116,74.307,69.863,67.642,1200.112,"pupa short wings, used photo b"
T428,F,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,8/3/23,61,11.451,11.331,10.331,11.038,11.391,17.609,66.848,68.168,71.592,68.869,67.508,1212.720,pupa short wings
T429,F,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,10/10/23,128,10.352,10.224,9.230,9.935,10.288,18.712,68.504,70.217,74.664,71.128,69.361,1330.953,used photo b
T430,M,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,8/30/23,88,11.914,11.749,10.742,11.468,11.832,17.169,61.663,62.998,66.609,63.757,62.331,1094.606,
T431,M,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,9/16/23,105,11.471,11.453,10.662,11.195,11.462,17.538,69.001,69.978,74.523,71.167,69.490,1248.133,
T432,M,25,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,9/2/23,90,13.058,12.875,11.810,12.581,12.967,16.034,76.233,78.205,83.209,79.216,77.219,1270.104,pupa short wings
T433,M,27,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/5/23,9,9/14/23,101,12.499,12.245,11.023,11.922,12.372,16.628,73.537,75.260,79.988,76.262,74.399,1268.079,pupa short wings
T434,M,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/3/23,7,8/30/23,88,13.612,13.540,12.637,13.263,13.576,15.424,68.263,69.415,74.368,70.682,68.839,1090.199,pupa short wings
T435,M,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,9/17/23,105,13.397,13.229,12.018,12.881,13.313,15.687,65.799,67.023,70.196,67.673,66.411,1061.581,"pupa short wings, used photo b"
T436,,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,10.267,10.149,9.225,9.880,10.208,18.792,74.989,76.343,79.963,77.098,75.666,1448.832,
T437,,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,,,,,10.894,10.809,9.860,10.521,10.852,18.149,70.254,71.623,75.420,72.432,70.939,1314.538,
T438,F,34,ShortPhotoHighTyr,Short,High,5/27/23,5/30/23,6/4/23,8,9/8/23,96,11.548,11.394,10.275,11.072,11.471,17.529,81.066,82.317,85.594,82.992,81.692,1454.773,pupa short wings
T439,,24,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,14.449,14.331,13.371,14.050,14.390,14.610,63.873,64.841,70.151,66.288,64.357,968.473,not sure if this was 39 or 34
T440,,37,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,15.399,15.077,13.842,14.773,15.238,13.762,68.807,70.512,75.131,71.483,69.660,983.754,
